reservation_id,vehicle_id,vehicle_type,request_timestamp,approval_timestamp,trip_start_timestamp,trip_end_timestamp,status,route_km,estimated_fuel_liters,actual_fuel_liters,fuel_price,passengers,load_kg,traffic_band,ac_used
FLT-RES-0134,FLT-V-014,Bus,2026-08-27 14:00:00,2026-08-27 14:30:00,2026-08-27 15:30:00,2026-08-28 06:36:00,completed,394.3,54.02,64.29,12.5,6,538.1,Low,0
FLT-RES-0135,FLT-V-015,Van,2026-08-27 16:00:00,2026-08-27 16:30:00,2026-08-27 17:30:00,2026-08-27 22:05:12,completed,161.1,18.69,26.97,12.5,6,685.7,Medium,1
FLT-RES-0136,FLT-V-016,Van,2026-08-28 08:00:00,2026-08-28 08:30:00,2026-08-28 09:30:00,2026-08-28 15:03:54,completed,321.6,36.34,49.85,12.5,7,352.8,High,1
FLT-RES-0137,FLT-V-017,Van,2026-08-28 10:00:00,2026-08-28 10:30:00,2026-08-28 11:30:00,2026-08-28 19:05:54,completed,330.3,32.37,54.07,12.5,6,598.1,High,0
FLT-RES-0138,FLT-V-018,Bus,2026-08-28 12:00:00,2026-08-28 12:30:00,2026-08-28 13:30:00,2026-08-28 14:24:36,completed,25.4,4.32,5.78,12.5,1,166.6,Low,1
FLT-RES-0139,FLT-V-019,Van,2026-08-28 14:00:00,2026-08-28 14:30:00,2026-08-28 15:30:00,2026-08-28 18:14:54,completed,170.5,15.17,24.53,12.5,7,570.5,High,1
FLT-RES-0140,FLT-V-020,Bus,2026-08-28 16:00:00,2026-08-28 16:30:00,2026-08-28 17:30:00,2026-08-29 03:44:42,completed,444.7,58.26,66.78,12.5,5,290.2,Low,0
FLT-RES-0141,FLT-V-001,Bus,2026-08-29 08:00:00,2026-08-29 08:30:00,2026-08-29 09:30:00,2026-08-29 13:20:12,completed,200.8,33.53,,12.5,5,1105.5,High,0
FLT-RES-0142,FLT-V-002,Van,2026-08-29 10:00:00,2026-08-29 10:30:00,2026-08-29 11:30:00,2026-08-29 16:40:06,completed,251.3,23.87,34.09,12.5,1,935.7,High,0
FLT-RES-0143,FLT-V-003,Van,2026-08-29 12:00:00,2026-08-29 12:30:00,2026-08-29 13:30:00,2026-08-29 17:28:30,completed,240.1,22.81,33.2,12.5,6,162.5,High,1
FLT-RES-0144,FLT-V-004,Bus,2026-08-29 14:00:00,2026-08-29 14:30:00,2026-08-29 15:30:00,2026-08-29 20:07:00,completed,230.4,34.1,38.2,12.5,14,519.8,Medium,0
FLT-RES-0145,FLT-V-005,Van,2026-08-29 16:00:00,2026-08-29 16:30:00,2026-08-29 17:30:00,2026-08-29 18:49:54,completed,30.8,2.99,3.53,12.5,8,558.8,Low,0
FLT-RES-0146,FLT-V-006,Bus,2026-08-30 08:00:00,2026-08-30 08:30:00,2026-08-30 09:30:00,2026-08-30 20:53:06,completed,331.2,47.03,63.24,12.5,11,972.4,Medium,1
FLT-RES-0147,FLT-V-007,Car,2026-08-30 10:00:00,2026-08-30 10:30:00,2026-08-30 11:30:00,2026-08-30 21:59:42,completed,305.0,21.04,23.17,12.5,1,41.1,Low,0
FLT-RES-0148,FLT-V-008,Bus,2026-08-30 12:00:00,2026-08-30 12:30:00,2026-08-30 13:30:00,2026-08-30 18:08:54,completed,125.7,18.35,23.81,12.5,33,814.5,Low,0
FLT-RES-0149,FLT-V-009,Van,2026-08-30 14:00:00,2026-08-30 14:30:00,2026-08-30 15:30:00,2026-08-30 18:07:36,completed,134.8,14.42,21.53,12.5,4,335.5,High,0
FLT-RES-0150,FLT-V-010,Car,2026-08-30 16:00:00,2026-08-30 16:30:00,2026-08-30 17:30:00,2026-08-31 00:15:30,completed,382.8,32.16,41.41,12.5,2,179.5,Low,1
